iteration,loss,ce_loss,accuracy,two_qubit_count
0,2.5577717875417934,1.9577717875417933,0.375,6
1,2.5548069365769015,1.9548069365769012,0.375,6
2,2.551784937070153,1.951784937070153,0.375,6
3,2.5487048750174224,1.9487048750174223,0.375,6
4,2.5455658351008066,1.9455658351008065,0.375,6
5,2.542366901501869,1.942366901501869,0.375,6
6,2.53910715875618,1.9391071587561801,0.375,6
7,2.5357856926424263,1.9357856926424262,0.375,6
8,2.5324015911142777,1.9324015911142773,0.375,6
9,2.528953945271173,1.9289539452711726,0.375,6
10,2.5254418503697407,1.9254418503697406,0.375,6
11,2.521864406873486,1.9218644068734856,0.375,6
12,2.518220721542439,1.918220721542439,0.375,6
13,2.5145099085642113,1.9145099085642112,0.375,6
14,2.510731090721311,1.9107310907213109,0.375,6
15,2.5068834006005445,1.9068834006005444,0.375,6
16,2.5029659818395498,1.9029659818395497,0.375,6
17,2.4989779904078566,1.8989779904078565,0.375,6
18,2.4949185959298186,1.8949185959298185,0.375,6
19,2.4907869830410365,1.8907869830410364,0.375,6
20,2.486582352779382,1.8865823527793817,0.375,6
21,2.4823039240095826,1.8823039240095822,0.375,6
22,2.4779509348827573,1.8779509348827572,0.375,6
23,2.473522644324374,1.8735226443243738,0.375,6
24,2.4690183335514035,1.8690183335514032,0.375,6
25,2.4644373076204493,1.8644373076204495,0.375,6
26,2.459778896998242,1.8597788969982416,0.375,6
27,2.4550424591568776,1.8550424591568777,0.375,6
28,2.45022738019318,1.8502273801931797,0.375,6
29,2.4453330764639007,1.8453330764639009,0.375,6
30,2.4403589962405645,1.8403589962405646,0.375,6
31,2.4353046213765976,1.8353046213765976,0.375,6
32,2.4301694689875784,1.8301694689875783,0.375,6
33,2.4249530931418772,1.8249530931418771,0.375,6
34,2.419655086551636,1.819655086551636,0.375,6
35,2.414275082273328,1.814275082273328,0.375,6
36,2.408812755402531,1.8088127554025308,0.375,6
37,2.4032678247677106,1.8032678247677105,0.375,6
38,2.397640054615186,1.797640054615186,0.375,6
39,2.391929256284325,1.791929256284325,0.375,6
40,2.38613528986649,1.7861352898664897,0.375,6
41,2.3802580658465216,1.7802580658465215,0.375,6
42,2.3742975467214187,1.7742975467214186,0.375,6
43,2.368253748593512,1.7682537485935115,0.375,6
44,2.362126742731412,1.7621267427314118,0.375,6
45,2.355916657097672,1.7559166570976716,0.375,6
46,2.3496236778371946,1.7496236778371945,0.375,6
47,2.3432480507209377,1.7432480507209374,0.375,6
48,2.3367900825457633,1.7367900825457632,0.375,6
49,2.3302501424779916,1.7302501424779917,0.375,6
50,2.323628663343145,1.723628663343145,0.5,6
51,2.3169261428518926,1.7169261428518925,0.5,6
52,2.310143144766407,1.7101431447664068,0.5,6
53,2.303280299991301,1.703280299991301,0.5,6
54,2.296338307590744,1.6963383075907439,0.5,6
55,2.2893179357296933,1.6893179357296932,0.5,6
56,2.282220022525892,1.6822200225258919,0.5,6
57,2.2750454768209973,1.6750454768209972,0.5,6
58,2.267795278853696,1.667795278853696,0.5,6
59,2.2604704808366796,1.6604704808366793,0.5,6
60,2.2530722074353595,1.6530722074353594,0.5,6
61,2.2456016561342924,1.645601656134292,0.5,6
62,2.23806009750109,1.63806009750109,0.5,6
63,2.230448875331742,1.630448875331742,0.5,6
64,2.222769406678153,1.6227694066781528,0.5,6
65,2.215023181753539,1.6150231817535388,0.5,6
66,2.207211763711755,1.6072117637117551,0.5,6
67,2.1993367882976846,1.5993367882976846,0.5,6
68,2.191399963365681,1.591399963365681,0.5,6
69,2.1834030682572334,1.5834030682572333,0.5,6
70,2.175347953043784,1.5753479530437835,0.5,6
71,2.1672365376232374,1.5672365376232373,0.5,6
72,2.1590708106759147,1.5590708106759144,0.5,6
73,2.15085282847168,1.55085282847168,0.5,6
74,2.142584713526815,1.5425847135268145,0.5,6
75,2.134268653112125,1.5342686531121248,0.5,6
76,2.125906897609768,1.5259068976097678,0.5,6
77,2.117501758717936,1.5175017587179358,0.5,6
78,2.109055607499915,1.5090556074999146,0.5,6
79,2.100570872287633,1.500570872287633,0.5,6
80,2.0920500364285517,1.4920500364285516,0.5,6
81,2.083495635882515,1.483495635882515,0.5,6
82,2.07491025667429,1.4749102566742898,0.5,6
83,2.0662965321958016,1.4662965321958015,0.5,6
84,2.0576571403681116,1.4576571403681113,0.5,6
85,2.0489948006654344,1.4489948006654343,0.5,6
86,2.0403122710043737,1.4403122710043734,0.5,6
87,2.0316123444998673,1.4316123444998672,0.5,6
88,2.02289784610505,1.4228978461050499,0.5,6
89,2.0141716291223184,1.4141716291223183,0.5,6
90,2.0054365716197875,1.4054365716197872,0.5,6
91,1.996695572729783,1.396695572729783,0.5,6
92,1.9879515488678217,1.3879515488678216,0.5,6
93,1.9792074298514566,1.3792074298514565,0.5,6
94,1.970466154959843,1.370466154959843,0.5,6
95,1.9617306689156755,1.3617306689156754,0.5,6
96,1.9530039178215644,1.3530039178215643,0.5,6
97,1.9442888450501534,1.3442888450501533,0.5,6
98,1.9355883871032482,1.3355883871032481,0.5,6
99,1.9269054694550343,1.3269054694550342,0.5,6
