iteration,loss,ce_loss,accuracy,two_qubit_count
0,2.3736123557489224,1.773612355748922,0.0,6
1,2.3720895659780217,1.7720895659780218,0.0,6
2,2.3705181101399013,1.770518110139901,0.0,6
3,2.36889501279765,1.7688950127976497,0.0,6
4,2.367217171288209,1.767217171288209,0.0,6
5,2.365481351757823,1.765481351757823,0.0,6
6,2.363684185279361,1.7636841852793608,0.0,6
7,2.361822164079572,1.7618221640795717,0.0,6
8,2.3598916379048505,1.7598916379048504,0.0,6
9,2.357888810559339,1.757888810559339,0.0,6
10,2.355809736648515,1.7558097366485148,0.0,6
11,2.3536503185664874,1.7536503185664873,0.0,6
12,2.35140630376459,1.7514063037645897,0.0,6
13,2.3490732823452163,1.749073282345216,0.0,6
14,2.3466466850186385,1.7466466850186384,0.0,6
15,2.344121781474841,1.744121781474841,0.0,6
16,2.3414936792103713,1.7414936792103712,0.0,6
17,2.338757322859364,1.7387573228593638,0.0,6
18,2.3359074940759617,1.7359074940759616,0.0,6
19,2.332938812014571,1.732938812014571,0.0,6
20,2.329845734456077,1.7298457344560767,0.0,6
21,2.326622559620988,1.726622559620988,0.0,6
22,2.323263428716095,1.7232634287160948,0.0,6
23,2.319762329252496,1.7197623292524957,0.0,6
24,2.316113099168545,1.7161130991685452,0.0,6
25,2.3123094317904362,1.7123094317904362,0.0,6
26,2.308344881656665,1.7083448816566646,0.0,6
27,2.304212871215981,1.704212871215981,0.0,6
28,2.2999066984206458,1.6999066984206457,0.0,6
29,2.2954195452044157,1.6954195452044158,0.0,6
30,2.2907444868461995,1.6907444868461994,0.0,6
31,2.2858745021980984,1.6858745021980983,0.0,6
32,2.2808024847495085,1.6808024847495084,0.0,6
33,2.275521254490765,1.6755212544907647,0.0,6
34,2.2700235705276537,1.6700235705276534,0.0,6
35,2.2643021443944917,1.6643021443944916,0.0,6
36,2.258349653991222,1.6583496539912221,0.0,6
37,2.2521587580861797,1.6521587580861796,0.0,6
38,2.2457221112989334,1.645722111298933,0.0,6
39,2.2390323794934055,1.6390323794934056,0.0,6
40,2.232082255499766,1.6320822554997658,0.125,6
41,2.2248644751005875,1.6248644751005872,0.125,6
42,2.2173718332197705,1.6173718332197704,0.125,6
43,2.2095972002632447,1.6095972002632448,0.25,6
44,2.2015335385895156,1.6015335385895155,0.25,6
45,2.1931739191051527,1.5931739191051526,0.25,6
46,2.1845115380069284,1.5845115380069281,0.25,6
47,2.1755397337393316,1.5755397337393315,0.25,6
48,2.16625200425651,1.5662520042565096,0.375,6
49,2.1566420247418048,1.5566420247418047,0.375,6
50,2.1467036659644965,1.5467036659644966,0.375,6
51,2.1364310135242977,1.5364310135242976,0.375,6
52,2.125818388260305,1.525818388260305,0.375,6
53,2.1148603681802607,1.5148603681802606,0.375,6
54,2.103551812286578,1.5035518122865776,0.375,6
55,2.0918878867411146,1.4918878867411145,0.375,6
56,2.0798640938428834,1.479864093842883,0.375,6
57,2.0674763043227675,1.4674763043227674,0.375,6
58,2.0547207934793144,1.4547207934793143,0.375,6
59,2.04159428169507,1.44159428169507,0.375,6
60,2.028093979857739,1.4280939798577392,0.375,6
61,2.0142176401772494,1.414217640177249,0.375,6
62,1.9999636128531049,1.3999636128531048,0.375,6
63,1.9853309089671816,1.3853309089671815,0.375,6
64,1.970319269863186,1.3703192698631859,0.375,6
65,1.9549292431606664,1.3549292431606663,0.375,6
66,1.9391622653543341,1.339162265354334,0.375,6
67,1.9230207507693144,1.3230207507693144,0.375,6
68,1.9065081863824322,1.3065081863824322,0.375,6
69,1.8896292317329433,1.2896292317329432,0.375,6
70,1.872389822833905,1.272389822833905,0.375,6
71,1.854797278613111,1.254797278613111,0.5,6
72,1.8368604080433901,1.23686040804339,0.5,6
73,1.818589615674727,1.218589615674727,0.5,6
74,1.7999970028819157,1.1999970028819156,0.5,6
75,1.781096461698789,1.181096461698789,0.5,6
76,1.7619037577220198,1.1619037577220197,0.5,6
77,1.742436598231942,1.142436598231942,0.5,6
78,1.7227146814195347,1.1227146814195346,0.5,6
79,1.7027597224865323,1.1027597224865322,0.5,6
80,1.682595452400275,1.082595452400275,0.5,6
81,1.662247585331473,1.062247585331473,0.5,6
82,1.6417437512106408,1.0417437512106407,0.5,6
83,1.6211133905749315,1.0211133905749314,0.5,6
84,1.6003876097944172,1.000387609794417,0.5,6
85,1.5795989959540817,0.9795989959540816,0.5,6
86,1.5587813920940263,0.9587813920940262,0.5,6
87,1.5379696350453242,0.937969635045324,0.5,6
88,1.5171992597464472,0.9171992597464472,0.5,6
89,1.4965061755584412,0.896506175558441,0.5,6
90,1.475926321581829,0.875926321581829,0.5,6
91,1.4554953092501004,0.8554953092501003,0.5,6
92,1.435248061393126,0.8352480613931259,0.5,6
93,1.4152184574474822,0.8152184574474821,0.5,6
94,1.3954389945091477,0.7954389945091476,0.5,6
95,1.37594047342433,0.7759404734243297,0.5,6
96,1.3567517181336595,0.7567517181336594,0.5,6
97,1.3378993351228876,0.7378993351228875,0.5,6
98,1.3194075180916296,0.7194075180916296,0.5,6
99,1.3012979011033985,0.7012979011033984,0.5,6
