iteration,loss,ce_loss,accuracy,two_qubit_count
0,2.34716727483531,1.7471672748353095,0.5,6
1,2.3469389663919706,1.7469389663919705,0.5,6
2,2.3467087077757123,1.746708707775712,0.5,6
3,2.3464764103530786,1.7464764103530785,0.5,6
4,2.346241981977815,1.746241981977815,0.5,6
5,2.34600532683097,1.7460053268309699,0.5,6
6,2.345766345254919,1.7457663452549188,0.5,6
7,2.3455249335790134,1.7455249335790133,0.5,6
8,2.3452809839369797,1.7452809839369798,0.5,6
9,2.345034384075054,1.745034384075054,0.5,6
10,2.3447850171525206,1.7447850171525205,0.5,6
11,2.3445327615318714,1.7445327615318715,0.5,6
12,2.344277490558909,1.7442774905589091,0.5,6
13,2.344019072332599,1.7440190723325986,0.5,6
14,2.3437573694644076,1.7437573694644073,0.5,6
15,2.343492238825996,1.7434922388259961,0.5,6
16,2.343223531284465,1.7432235312844648,0.5,6
17,2.342951091425182,1.7429510914251818,0.5,6
18,2.342674757262098,1.7426747572620978,0.5,6
19,2.342394359933332,1.742394359933332,0.5,6
20,2.342109723383193,1.7421097233831933,0.5,6
21,2.341820664027546,1.7418206640275462,0.5,6
22,2.3415269904051352,1.7415269904051351,0.5,6
23,2.3412285028106945,1.7412285028106946,0.5,6
24,2.340924992911672,1.7409249929116724,0.5,6
25,2.340616243344905,1.7406162433449046,0.5,6
26,2.340302027297196,1.7403020272971959,0.5,6
27,2.3399821080622303,1.73998210806223,0.5,6
28,2.3396562385782866,1.7396562385782868,0.5,6
29,2.3393241609444675,1.7393241609444674,0.5,6
30,2.3389856059121183,1.7389856059121183,0.5,6
31,2.338640292352808,1.738640292352808,0.5,6
32,2.338287926701252,1.7382879267012519,0.5,6
33,2.3379282023718346,1.7379282023718345,0.5,6
34,2.3375607991461487,1.7375607991461486,0.5,6
35,2.337185382532491,1.737185382532491,0.5,6
36,2.336801603095039,1.736801603095039,0.5,6
37,2.336409095749926,1.7364090957499259,0.5,6
38,2.336007479030087,1.7360074790300868,0.5,6
39,2.335596354313139,1.735596354313139,0.5,6
40,2.335175305015116,1.735175305015116,0.5,6
41,2.3347438957434083,1.7347438957434083,0.5,6
42,2.334301671412925,1.734301671412925,0.5,6
43,2.333848156318873,1.733848156318873,0.5,6
44,2.33338285316819,1.73338285316819,0.5,6
45,2.332905242062904,1.732905242062904,0.5,6
46,2.3324147794399437,1.7324147794399438,0.5,6
47,2.331910896959304,1.7319108969593038,0.5,6
48,2.3313930003423637,1.7313930003423637,0.5,6
49,2.3308604681579896,1.7308604681579896,0.5,6
50,2.330312650550969,1.730312650550969,0.5,6
51,2.329748867916029,1.7297488679160293,0.5,6
52,2.329168409509072,1.729168409509072,0.5,6
53,2.328570531999577,1.7285705319995766,0.5,6
54,2.327954457957041,1.7279544579570407,0.5,6
55,2.3273193742715588,1.7273193742715587,0.5,6
56,2.326664430505461,1.726664430505461,0.5,6
57,2.3259887371746144,1.725988737174614,0.5,6
58,2.3252913639545376,1.7252913639545375,0.5,6
59,2.3245713378138904,1.72457133781389,0.5,6
60,2.3238276410682452,1.7238276410682452,0.5,6
61,2.323059209353846,1.7230592093538457,0.5,6
62,2.322264929519461,1.7222649295194608,0.5,6
63,2.3214436374364458,1.7214436374364457,0.5,6
64,2.3205941157198744,1.720594115719874,0.5,6
65,2.3197150913652025,1.7197150913652024,0.5,6
66,2.3188052332949,1.7188052332949002,0.5,6
67,2.3178631498155258,1.7178631498155257,0.5,6
68,2.316887385984149,1.716887385984149,0.5,6
69,2.315876420884787,1.7158764208847868,0.5,6
70,2.3148286648117558,1.7148286648117557,0.5,6
71,2.3137424563639706,1.7137424563639705,0.5,6
72,2.31261605944943,1.71261605944943,0.5,6
73,2.3114476602006544,1.7114476602006543,0.5,6
74,2.310235363805516,1.7102353638055157,0.5,6
75,2.3089771912545602,1.7089771912545602,0.5,6
76,2.3076710760093024,1.7076710760093023,0.5,6
77,2.3063148605988246,1.7063148605988248,0.5,6
78,2.3049062931469924,1.7049062931469923,0.5,6
79,2.3034430238409094,1.7034430238409093,0.5,6
80,2.301922601347278,1.7019226013472777,0.5,6
81,2.3003424691907965,1.7003424691907965,0.5,6
82,2.298699962101172,1.698699962101172,0.5,6
83,2.2969923023474723,1.6969923023474722,0.5,6
84,2.2952165960750723,1.6952165960750722,0.5,6
85,2.293369829665438,1.6933698296654378,0.5,6
86,2.291448866132101,1.691448866132101,0.5,6
87,2.289450441589703,1.6894504415897031,0.5,6
88,2.2873711618121666,1.6873711618121667,0.5,6
89,2.285207498914831,1.685207498914831,0.5,6
90,2.28295578819655,1.6829557881965502,0.5,6
91,2.2806122251722343,1.680612225172234,0.5,6
92,2.2781728628448485,1.6781728628448487,0.5,6
93,2.2756336092614218,1.6756336092614215,0.5,6
94,2.2729902253950565,1.6729902253950562,0.5,6
95,2.2702383234255805,1.6702383234255804,0.5,6
96,2.2673733654593957,1.6673733654593956,0.5,6
97,2.2643906627690513,1.6643906627690512,0.5,6
98,2.2612853756147135,1.6612853756147137,0.5,6
99,2.258052513728406,1.6580525137284061,0.5,6
